chr	start	end	strand	gene_name
chr10	76557209	76560167	+	ENSG00000148655.15
chr10	76346430	76346553	+	ENSG00000148655.15
chr10	76557209	76557306	+	ENSG00000148655.15
chr10	76535798	76535987	+	ENSG00000148655.15
chr10	76557209	76557366	+	ENSG00000148655.15
chr10	76396501	76396590	+	ENSG00000148655.15
chr10	76557209	76557326	+	ENSG00000148655.15
chr10	76402229	76402324	+	ENSG00000148655.15
chr10	76403221	76403366	+	ENSG00000148655.15
chr10	76557209	76557529	+	ENSG00000148655.15
chr10	76403226	76403366	+	ENSG00000148655.15
chr10	76557209	76557577	+	ENSG00000148655.15
chr10	76433716	76433762	+	ENSG00000148655.15
chr10	76557209	76557352	+	ENSG00000148655.15
chr10	76557209	76557356	+	ENSG00000148655.15
chr10	76464814	76464927	+	ENSG00000148655.15
chr10	76557209	76557340	+	ENSG00000148655.15
chr10	76470398	76470482	+	ENSG00000148655.15
chr10	76535798	76535920	+	ENSG00000148655.15
chr10	76557209	76557353	+	ENSG00000148655.15
chr10	76556387	76556494	+	ENSG00000148655.15
chr10	76557209	76557357	+	ENSG00000148655.15
chr10	75450081	75451725	+	ENSG00000279814.1
chr10	75552458	75552553	+	ENSG00000207583.1
chr10	75592644	75592708	+	ENSG00000286715.1
chr10	75627391	75628120	+	ENSG00000286715.1
chr10	75642476	75643106	+	ENSG00000268659.2
chr10	75742740	75742883	+	ENSG00000228280.1
chr10	75743466	75743755	+	ENSG00000228280.1
chr10	76242022	76242301	-	ENSG00000265486.2
chr10	76260800	76260903	-	ENSG00000201954.1
chr10	76270206	76270800	+	ENSG00000278992.1
chr10	76438538	76438775	-	ENSG00000230575.1
chr10	76437408	76437550	-	ENSG00000230575.1
chr10	76560696	76560994	-	ENSG00000269256.1
chr10	76558350	76558642	-	ENSG00000269256.1
chr10	76835377	76835502	-	ENSG00000252888.1
chr10	76836568	76836861	+	ENSG00000224948.1
chr10	77403862	77403984	-	ENSG00000156113.25
chr10	77251195	77251256	-	ENSG00000156113.25
chr10	77184823	77184916	-	ENSG00000156113.25
chr10	77183421	77183532	-	ENSG00000156113.25
chr10	77120973	77121048	-	ENSG00000156113.25
chr10	77112367	77112442	-	ENSG00000156113.25
chr10	77110173	77110343	-	ENSG00000156113.25
chr10	77108481	77108572	-	ENSG00000156113.25
chr10	77090400	77090510	-	ENSG00000156113.25
chr10	77086488	77086593	-	ENSG00000156113.25
chr10	77084637	77084719	-	ENSG00000156113.25
chr10	77079481	77079550	-	ENSG00000156113.25
chr10	77073097	77073252	-	ENSG00000156113.25
chr10	77039528	77039637	-	ENSG00000156113.25
chr10	77027823	77027891	-	ENSG00000156113.25
chr10	77025446	77025457	-	ENSG00000156113.25
chr10	77019013	77019099	-	ENSG00000156113.25
chr10	77011967	77012043	-	ENSG00000156113.25
chr10	76969974	76970067	-	ENSG00000156113.25
chr10	76953801	76953924	-	ENSG00000156113.25
chr10	76949142	76949366	-	ENSG00000156113.25
chr10	76944773	76944965	-	ENSG00000156113.25
chr10	76914936	76915049	-	ENSG00000156113.25
chr10	76909966	76910096	-	ENSG00000156113.25
chr10	76891525	76891719	-	ENSG00000156113.25
chr10	76889451	76889569	-	ENSG00000156113.25
chr10	76887291	76887515	-	ENSG00000156113.25
chr10	76869601	76877893	-	ENSG00000156113.25
chr10	77403862	77404025	-	ENSG00000156113.25
chr10	76914057	76914137	-	ENSG00000156113.25
chr10	76869602	76877893	-	ENSG00000156113.25
chr10	77637265	77637758	-	ENSG00000156113.25
chr10	77403862	77404023	-	ENSG00000156113.25
chr10	77637265	77637819	-	ENSG00000156113.25
chr10	77008185	77008193	-	ENSG00000156113.25
chr10	77637265	77637447	-	ENSG00000156113.25
chr10	76872904	76877890	-	ENSG00000156113.25
chr10	77637265	77637993	-	ENSG00000156113.25
chr10	76884989	76885017	-	ENSG00000156113.25
chr10	76876619	76877893	-	ENSG00000156113.25
chr10	77637265	77638115	-	ENSG00000156113.25
chr10	77001407	77001580	-	ENSG00000156113.25
chr10	76876646	76877890	-	ENSG00000156113.25
chr10	77637265	77638369	-	ENSG00000156113.25
chr10	76877167	76877893	-	ENSG00000156113.25
chr10	77637265	77637642	-	ENSG00000156113.25
chr10	76877168	76877893	-	ENSG00000156113.25
chr10	77637265	77637494	-	ENSG00000156113.25
chr10	76877223	76877893	-	ENSG00000156113.25
chr10	77637265	77637722	-	ENSG00000156113.25
chr10	76877246	76877890	-	ENSG00000156113.25
chr10	77637265	77637775	-	ENSG00000156113.25
chr10	77309480	77309643	-	ENSG00000156113.25
chr10	76877250	76877890	-	ENSG00000156113.25
chr10	77019013	77021106	-	ENSG00000156113.25
chr10	76877420	76877893	-	ENSG00000156113.25
chr10	76877522	76877890	-	ENSG00000156113.25
chr10	77637265	77637462	-	ENSG00000156113.25
chr10	76877598	76877893	-	ENSG00000156113.25
chr10	77637265	77637947	-	ENSG00000156113.25
chr10	77183421	77183479	-	ENSG00000156113.25
chr10	76977543	76977638	-	ENSG00000156113.25
chr10	76974487	76974573	-	ENSG00000156113.25
chr10	76877600	76877890	-	ENSG00000156113.25
chr10	76887795	76887910	-	ENSG00000156113.25
chr10	76877601	76877890	-	ENSG00000156113.25
chr10	77637265	77637563	-	ENSG00000156113.25
chr10	76877611	76877890	-	ENSG00000156113.25
chr10	77309480	77309621	-	ENSG00000156113.25
chr10	76877620	76877890	-	ENSG00000156113.25
chr10	77637265	77637453	-	ENSG00000156113.25
chr10	76877687	76877890	-	ENSG00000156113.25
chr10	77637265	77637598	-	ENSG00000156113.25
chr10	77108286	77108377	-	ENSG00000156113.25
chr10	76877725	76877890	-	ENSG00000156113.25
chr10	77637265	77637766	-	ENSG00000156113.25
chr10	76887291	76887377	-	ENSG00000156113.25
chr10	76877725	76877893	-	ENSG00000156113.25
chr10	76877726	76877890	-	ENSG00000156113.25
chr10	76877739	76877890	-	ENSG00000156113.25
chr10	76877739	76877893	-	ENSG00000156113.25
chr10	77350329	77350761	-	ENSG00000156113.25
chr10	77304387	77304554	-	ENSG00000156113.25
chr10	77217483	77217558	-	ENSG00000156113.25
chr10	76877761	76877890	-	ENSG00000156113.25
chr10	76887795	76887937	-	ENSG00000156113.25
chr10	76877823	76877893	-	ENSG00000156113.25
chr10	76877869	76877893	-	ENSG00000156113.25
chr10	76887261	76887515	-	ENSG00000156113.25
chr10	76884116	76884541	-	ENSG00000156113.25
chr10	77637265	77637902	-	ENSG00000156113.25
chr10	76884869	76887515	-	ENSG00000156113.25
chr10	76884878	76887515	-	ENSG00000156113.25
chr10	77637265	77637808	-	ENSG00000156113.25
chr10	76884882	76887515	-	ENSG00000156113.25
chr10	76884924	76885017	-	ENSG00000156113.25
chr10	77184823	77184875	-	ENSG00000156113.25
chr10	76884934	76885017	-	ENSG00000156113.25
chr10	77637265	77637568	-	ENSG00000156113.25
chr10	77039528	77039538	-	ENSG00000156113.25
chr10	77012519	77012557	-	ENSG00000156113.25
chr10	76885204	76887515	-	ENSG00000156113.25
chr10	76885240	76887515	-	ENSG00000156113.25
chr10	76885260	76887515	-	ENSG00000156113.25
chr10	77403862	77403913	-	ENSG00000156113.25
chr10	76909966	76915049	-	ENSG00000156113.25
chr10	76885262	76887515	-	ENSG00000156113.25
chr10	77637265	77637806	-	ENSG00000156113.25
chr10	76885265	76887515	-	ENSG00000156113.25
chr10	76885289	76887515	-	ENSG00000156113.25
chr10	76885406	76887515	-	ENSG00000156113.25
chr10	76887069	76887515	-	ENSG00000156113.25
chr10	77637265	77637738	-	ENSG00000156113.25
chr10	76887235	76887515	-	ENSG00000156113.25
chr10	76952037	76952159	-	ENSG00000156113.25
chr10	76887266	76887515	-	ENSG00000156113.25
chr10	77120973	77121020	-	ENSG00000156113.25
chr10	76887342	76887515	-	ENSG00000156113.25
chr10	77637265	77637760	-	ENSG00000156113.25
chr10	77493798	77493929	-	ENSG00000156113.25
chr10	77403862	77404021	-	ENSG00000156113.25
chr10	76887344	76887515	-	ENSG00000156113.25
chr10	76969974	76970999	-	ENSG00000156113.25
chr10	76887412	76887515	-	ENSG00000156113.25
chr10	77019013	77019023	-	ENSG00000156113.25
chr10	76901300	76901836	-	ENSG00000156113.25
chr10	76973046	76973202	-	ENSG00000156113.25
chr10	76949162	76949366	-	ENSG00000156113.25
chr10	77079641	77079712	-	ENSG00000156113.25
chr10	76970028	76970067	-	ENSG00000156113.25
chr10	77184823	77184910	-	ENSG00000156113.25
chr10	77140294	77140768	-	ENSG00000156113.25
chr10	76970037	76970067	-	ENSG00000156113.25
chr10	77019013	77019063	-	ENSG00000156113.25
chr10	76973993	76974573	-	ENSG00000156113.25
chr10	76995287	76995713	-	ENSG00000156113.25
chr10	77637265	77637335	-	ENSG00000156113.25
chr10	77011994	77012043	-	ENSG00000156113.25
chr10	77249565	77249679	-	ENSG00000156113.25
chr10	77012027	77012043	-	ENSG00000156113.25
chr10	77090400	77092170	-	ENSG00000156113.25
chr10	77084637	77084715	-	ENSG00000156113.25
chr10	77012198	77012557	-	ENSG00000156113.25
chr10	77077842	77078072	-	ENSG00000156113.25
chr10	77012199	77012557	-	ENSG00000156113.25
chr10	77637265	77637483	-	ENSG00000156113.25
chr10	77587784	77587871	-	ENSG00000156113.25
chr10	77586317	77586458	-	ENSG00000156113.25
chr10	77039123	77039316	-	ENSG00000156113.25
chr10	77637265	77637731	-	ENSG00000156113.25
chr10	77063674	77064143	-	ENSG00000156113.25
chr10	77071226	77071645	-	ENSG00000156113.25
chr10	77090400	77090722	-	ENSG00000156113.25
chr10	77073236	77073252	-	ENSG00000156113.25
chr10	77142319	77142352	-	ENSG00000156113.25
chr10	77113737	77117495	-	ENSG00000156113.25
chr10	77498584	77498970	-	ENSG00000156113.25
chr10	77183473	77183532	-	ENSG00000156113.25
chr10	77183477	77183532	-	ENSG00000156113.25
chr10	77249431	77251256	-	ENSG00000156113.25
chr10	77309480	77309618	-	ENSG00000156113.25
chr10	77249530	77251256	-	ENSG00000156113.25
chr10	77637265	77637821	-	ENSG00000156113.25
chr10	77634110	77636515	-	ENSG00000156113.25
chr10	77637265	77637725	-	ENSG00000156113.25
chr10	77636199	77637006	-	ENSG00000156113.25
chr10	77637265	77637789	-	ENSG00000156113.25
chr10	77636199	77636569	-	ENSG00000156113.25
chr10	76888044	76888281	+	ENSG00000236467.8
chr10	76901804	76905131	+	ENSG00000236467.8
chr10	76888062	76888281	+	ENSG00000236467.8
chr10	76891405	76891620	+	ENSG00000236467.8
chr10	76889534	76889768	+	ENSG00000236467.8
chr10	76901804	76901852	+	ENSG00000236467.8
chr10	76888076	76888281	+	ENSG00000236467.8
chr10	76901804	76902022	+	ENSG00000236467.8
chr10	76977610	76977804	+	ENSG00000236467.8
chr10	76978442	76978593	+	ENSG00000236467.8
chr10	76888213	76888281	+	ENSG00000236467.8
chr10	76904727	76904875	+	ENSG00000236467.8
chr10	76939678	76939783	+	ENSG00000236467.8
chr10	76949144	76949463	+	ENSG00000236467.8
chr10	76901818	76902022	+	ENSG00000236467.8
chr10	76975281	76975400	+	ENSG00000236467.8
chr10	76979496	76980624	+	ENSG00000236467.8
chr10	76929964	76930237	+	ENSG00000236467.8
chr10	76949144	76949360	+	ENSG00000236467.8
chr10	76939108	76939783	+	ENSG00000236467.8
chr10	76939160	76939783	+	ENSG00000236467.8
chr10	76949144	76949387	+	ENSG00000236467.8
chr10	76948966	76949361	+	ENSG00000236467.8
chr10	77147652	77147818	+	ENSG00000225497.5
chr10	77149841	77150100	+	ENSG00000225497.5
chr10	77148292	77148321	+	ENSG00000225497.5
chr10	77313941	77314119	+	ENSG00000224500.1
chr10	77315456	77315694	+	ENSG00000224500.1
chr10	77350851	77351410	+	ENSG00000225652.2
chr10	77354410	77354619	+	ENSG00000225652.2
chr10	77355169	77355228	+	ENSG00000225652.2
chr10	77356489	77356574	+	ENSG00000225652.2
chr10	77356977	77357574	+	ENSG00000225652.2
chr10	77350895	77351410	+	ENSG00000225652.2
chr10	77355169	77355232	+	ENSG00000225652.2
chr10	77356494	77356574	+	ENSG00000225652.2
chr10	77356801	77357574	+	ENSG00000225652.2
chr10	77354404	77354619	+	ENSG00000225652.2
chr10	77372847	77372947	+	ENSG00000225652.2
chr10	77373697	77373835	+	ENSG00000225652.2
chr10	77376429	77376613	+	ENSG00000225652.2
chr10	77433572	77433782	-	ENSG00000228092.1
chr10	77587049	77587159	+	ENSG00000199592.1
chr10	77730766	77731476	+	ENSG00000213514.2
chr10	77731770	77734769	+	ENSG00000213514.2
chr10	77738246	77739015	+	ENSG00000277981.1
chr10	77776951	77777055	-	ENSG00000199664.1
chr10	77780337	77781876	-	ENSG00000213513.3
chr10	77782866	77783329	+	ENSG00000228748.2
chr10	77791613	77793176	+	ENSG00000228748.2
chr10	77783166	77783881	+	ENSG00000228748.2
chr10	77790661	77791647	+	ENSG00000228748.2
chr10	77829355	77829442	-	ENSG00000151208.17
chr10	77828882	77828985	-	ENSG00000151208.17
chr10	77824384	77824476	-	ENSG00000151208.17
chr10	77819895	77820018	-	ENSG00000151208.17
chr10	77819321	77819465	-	ENSG00000151208.17
chr10	77817777	77817889	-	ENSG00000151208.17
chr10	77817007	77817096	-	ENSG00000151208.17
chr10	77816551	77816701	-	ENSG00000151208.17
chr10	77812215	77812377	-	ENSG00000151208.17
chr10	77811924	77812057	-	ENSG00000151208.17
chr10	77811094	77811234	-	ENSG00000151208.17
chr10	77809547	77809730	-	ENSG00000151208.17
chr10	77807796	77807944	-	ENSG00000151208.17
chr10	77806758	77806928	-	ENSG00000151208.17
chr10	77805665	77805861	-	ENSG00000151208.17
chr10	77796451	77796594	-	ENSG00000151208.17
chr10	77796061	77796188	-	ENSG00000151208.17
chr10	77794849	77794958	-	ENSG00000151208.17
chr10	77794008	77794117	-	ENSG00000151208.17
chr10	77790791	77792543	-	ENSG00000151208.17
chr10	77869099	77869191	-	ENSG00000151208.17
chr10	77830741	77830873	-	ENSG00000151208.17
chr10	77830217	77830344	-	ENSG00000151208.17
chr10	77829355	77829530	-	ENSG00000151208.17
chr10	77819321	77822101	-	ENSG00000151208.17
chr10	77926217	77926755	-	ENSG00000151208.17
chr10	77869129	77869197	-	ENSG00000151208.17
chr10	77856730	77856892	-	ENSG00000151208.17
chr10	77854227	77854370	-	ENSG00000151208.17
chr10	77853354	77853537	-	ENSG00000151208.17
chr10	77843447	77843706	-	ENSG00000151208.17
chr10	77841881	77842193	-	ENSG00000151208.17
chr10	77835738	77835922	-	ENSG00000151208.17
chr10	77833914	77834039	-	ENSG00000151208.17
chr10	77821082	77822101	-	ENSG00000151208.17
chr10	77819895	77820048	-	ENSG00000151208.17
chr10	77791901	77792543	-	ENSG00000151208.17
chr10	77821082	77821538	-	ENSG00000151208.17
chr10	77807796	77807936	-	ENSG00000151208.17
chr10	77793544	77794117	-	ENSG00000151208.17
chr10	77889429	77889507	-	ENSG00000151208.17
chr10	77845211	77845437	-	ENSG00000151208.17
chr10	77805665	77805928	-	ENSG00000151208.17
chr10	77812215	77812229	-	ENSG00000151208.17
chr10	77806105	77806171	-	ENSG00000151208.17
chr10	77807796	77807977	-	ENSG00000151208.17
chr10	77806796	77806928	-	ENSG00000151208.17
chr10	77819321	77820021	-	ENSG00000151208.17
chr10	77816033	77816175	-	ENSG00000151208.17
chr10	77824384	77824730	-	ENSG00000151208.17
chr10	77821782	77822101	-	ENSG00000151208.17
chr10	77866875	77867108	+	ENSG00000204049.1
chr10	77867923	77869610	+	ENSG00000204049.1
chr10	77912271	77912545	-	ENSG00000243446.3
chr10	77927372	77927622	+	ENSG00000233871.2
chr10	77929589	77929824	+	ENSG00000233871.2
chr10	77927631	77929824	+	ENSG00000233871.2
chr10	77993197	77993251	-	ENSG00000148606.15
chr10	77991054	77991167	-	ENSG00000148606.15
chr10	77985170	77986159	-	ENSG00000148606.15
chr10	77984205	77984298	-	ENSG00000148606.15
chr10	77983920	77984012	-	ENSG00000148606.15
chr10	77982653	77982817	-	ENSG00000148606.15
chr10	77982154	77982318	-	ENSG00000148606.15
chr10	77981428	77981559	-	ENSG00000148606.15
chr10	77980141	77980273	-	ENSG00000148606.15
chr10	77956891	77956988	-	ENSG00000148606.15
chr10	77953148	77953846	-	ENSG00000148606.15
chr10	78029364	78029515	-	ENSG00000148606.15
chr10	78026094	78026229	-	ENSG00000148606.15
chr10	78025622	78025759	-	ENSG00000148606.15
chr10	78024971	78025142	-	ENSG00000148606.15
chr10	78024549	78024703	-	ENSG00000148606.15
chr10	78022145	78022384	-	ENSG00000148606.15
chr10	78021860	78022022	-	ENSG00000148606.15
chr10	78021546	78021682	-	ENSG00000148606.15
chr10	78019162	78019265	-	ENSG00000148606.15
chr10	78017575	78017716	-	ENSG00000148606.15
chr10	78013650	78013790	-	ENSG00000148606.15
chr10	78010471	78010540	-	ENSG00000148606.15
chr10	78009864	78009991	-	ENSG00000148606.15
chr10	78009537	78009675	-	ENSG00000148606.15
chr10	78007702	78007866	-	ENSG00000148606.15
chr10	78004716	78004888	-	ENSG00000148606.15
chr10	78002197	78002308	-	ENSG00000148606.15
chr10	78000976	78001094	-	ENSG00000148606.15
chr10	77999981	78000118	-	ENSG00000148606.15
chr10	77993197	77993367	-	ENSG00000148606.15
chr10	77986073	77986159	-	ENSG00000148606.15
chr10	77985903	77985985	-	ENSG00000148606.15
chr10	77985170	77985340	-	ENSG00000148606.15
chr10	77975149	77977626	-	ENSG00000148606.15
chr10	77980141	77981834	-	ENSG00000148606.15
chr10	77975162	77977626	-	ENSG00000148606.15
chr10	77985903	77988203	-	ENSG00000148606.15
chr10	78007702	78008835	-	ENSG00000148606.15
chr10	77991054	77991163	-	ENSG00000148606.15
chr10	78019162	78020029	-	ENSG00000148606.15
chr10	78020529	78021682	-	ENSG00000148606.15
chr10	77985170	77985242	-	ENSG00000148606.15
chr10	78029364	78029518	-	ENSG00000148606.15
chr10	78020529	78020619	-	ENSG00000148606.15
chr10	77982228	77982318	-	ENSG00000148606.15
chr10	78029364	78029522	-	ENSG00000148606.15
chr10	78021166	78021682	-	ENSG00000148606.15
chr10	77996683	77996840	-	ENSG00000148606.15
chr10	77982154	77982817	-	ENSG00000148606.15
chr10	77980084	77980273	-	ENSG00000148606.15
chr10	77990901	77991167	-	ENSG00000148606.15
chr10	78009537	78009667	-	ENSG00000148606.15
chr10	77991109	77991167	-	ENSG00000148606.15
chr10	77993093	77993367	-	ENSG00000148606.15
chr10	78019162	78019252	-	ENSG00000148606.15
chr10	78019162	78020173	-	ENSG00000148606.15
chr10	78013086	78013790	-	ENSG00000148606.15
chr10	77953495	77953876	+	ENSG00000234612.1
chr10	77966173	77966440	+	ENSG00000274686.1
chr10	78033760	78033904	+	ENSG00000138326.21
chr10	78035352	78035417	+	ENSG00000138326.21
chr10	78035511	78035720	+	ENSG00000138326.21
chr10	78037194	78037304	+	ENSG00000138326.21
chr10	78040201	78040225	+	ENSG00000138326.21
chr10	78040615	78040713	+	ENSG00000138326.21
chr10	78040615	78040716	+	ENSG00000138326.21
chr10	78033836	78033904	+	ENSG00000138326.21
chr10	78037965	78037982	+	ENSG00000138326.21
chr10	78040204	78040225	+	ENSG00000138326.21
chr10	78040615	78040701	+	ENSG00000138326.21
chr10	78033863	78033904	+	ENSG00000138326.21
chr10	78037194	78037883	+	ENSG00000138326.21
chr10	78037965	78038104	+	ENSG00000138326.21
chr10	78037439	78037441	+	ENSG00000138326.21
chr10	78040615	78040696	+	ENSG00000138326.21
chr10	78040615	78040697	+	ENSG00000138326.21
chr10	78054531	78056813	+	ENSG00000138326.21
chr10	78033874	78033904	+	ENSG00000138326.21
chr10	78037439	78040225	+	ENSG00000138326.21
chr10	78033877	78033904	+	ENSG00000138326.21
chr10	78048981	78049225	+	ENSG00000138326.21
chr10	78054531	78054676	+	ENSG00000138326.21
chr10	78033886	78033904	+	ENSG00000138326.21
chr10	78035511	78036529	+	ENSG00000138326.21
chr10	78033891	78033904	+	ENSG00000138326.21
chr10	78040615	78040747	+	ENSG00000138326.21
chr10	78048981	78049164	+	ENSG00000138326.21
chr10	78033904	78034316	+	ENSG00000138326.21
chr10	78037194	78037218	+	ENSG00000138326.21
chr10	78033917	78033986	+	ENSG00000138326.21
chr10	78034210	78034421	+	ENSG00000138326.21
chr10	78035511	78035837	+	ENSG00000138326.21
chr10	78035566	78035720	+	ENSG00000138326.21
chr10	78037965	78037993	+	ENSG00000138326.21
chr10	78038556	78040701	+	ENSG00000138326.21
chr10	78068623	78069538	-	ENSG00000231957.2
chr10	78176928	78178186	+	ENSG00000283096.1
chr10	78179174	78179246	+	ENSG00000282863.1
chr10	78465994	78466178	+	ENSG00000282863.1
chr10	78525330	78525484	+	ENSG00000282863.1
chr10	78527293	78527338	+	ENSG00000282863.1
chr10	78238255	78238304	+	ENSG00000282863.1
chr10	78528751	78528814	+	ENSG00000282863.1
chr10	78674689	78675109	+	ENSG00000282863.1
chr10	78406544	78406699	+	ENSG00000282863.1
chr10	78550638	78550857	+	ENSG00000282863.1
chr10	78179185	78179246	+	ENSG00000230417.12
chr10	78525330	78525484	+	ENSG00000230417.12
chr10	78527293	78527587	+	ENSG00000230417.12
chr10	78528751	78528814	+	ENSG00000230417.12
chr10	78542553	78542627	+	ENSG00000230417.12
chr10	78179192	78179246	+	ENSG00000230417.12
chr10	78330093	78330808	+	ENSG00000230417.12
chr10	78179193	78179246	+	ENSG00000230417.12
chr10	78353092	78353329	+	ENSG00000230417.12
chr10	78179196	78179246	+	ENSG00000230417.12
chr10	78210845	78210998	+	ENSG00000230417.12
chr10	78213814	78214015	+	ENSG00000230417.12
chr10	78396411	78396552	+	ENSG00000230417.12
chr10	78179198	78179246	+	ENSG00000230417.12
chr10	78213814	78214996	+	ENSG00000230417.12
chr10	78179205	78179246	+	ENSG00000230417.12
chr10	78191149	78191232	+	ENSG00000230417.12
chr10	78191871	78191932	+	ENSG00000230417.12
chr10	78373920	78374042	+	ENSG00000230417.12
chr10	78380393	78380630	+	ENSG00000230417.12
chr10	78248601	78249070	+	ENSG00000230417.12
chr10	78380393	78380754	+	ENSG00000230417.12
chr10	78386993	78387115	+	ENSG00000230417.12
chr10	78396411	78396894	+	ENSG00000230417.12
chr10	78248644	78249070	+	ENSG00000230417.12
chr10	78396411	78396870	+	ENSG00000230417.12
chr10	78248654	78249070	+	ENSG00000230417.12
chr10	78250277	78250451	+	ENSG00000230417.12
chr10	78396411	78396845	+	ENSG00000230417.12
chr10	78248680	78249070	+	ENSG00000230417.12
chr10	78250277	78250488	+	ENSG00000230417.12
chr10	78248740	78249070	+	ENSG00000230417.12
chr10	78550638	78551355	+	ENSG00000230417.12
chr10	78248748	78249070	+	ENSG00000230417.12
chr10	78250277	78252645	+	ENSG00000230417.12
chr10	78248808	78249070	+	ENSG00000230417.12
chr10	78353092	78353336	+	ENSG00000230417.12
chr10	78248837	78249070	+	ENSG00000230417.12
chr10	78524411	78525204	+	ENSG00000230417.12
chr10	78267310	78267486	+	ENSG00000230417.12
chr10	78270034	78270109	+	ENSG00000230417.12
chr10	78270426	78270594	+	ENSG00000230417.12
chr10	78279595	78279707	+	ENSG00000230417.12
chr10	78267328	78267486	+	ENSG00000230417.12
chr10	78277917	78278065	+	ENSG00000230417.12
chr10	78267342	78267486	+	ENSG00000230417.12
chr10	78396411	78396465	+	ENSG00000230417.12
chr10	78267379	78267486	+	ENSG00000230417.12
chr10	78301351	78302046	+	ENSG00000230417.12
chr10	78267410	78267486	+	ENSG00000230417.12
chr10	78279399	78279494	+	ENSG00000230417.12
chr10	78279595	78280213	+	ENSG00000230417.12
chr10	78267442	78267486	+	ENSG00000230417.12
chr10	78330093	78330595	+	ENSG00000230417.12
chr10	78301194	78302121	+	ENSG00000230417.12
chr10	78330093	78330708	+	ENSG00000230417.12
chr10	78330093	78330811	+	ENSG00000230417.12
chr10	78301195	78302121	+	ENSG00000230417.12
chr10	78396411	78396675	+	ENSG00000230417.12
chr10	78301659	78301788	+	ENSG00000230417.12
chr10	78330093	78330818	+	ENSG00000230417.12
chr10	78290442	78290565	-	ENSG00000288090.1
chr10	78288059	78289895	-	ENSG00000288090.1
chr10	78293842	78293965	+	ENSG00000229543.1
chr10	78300608	78301003	+	ENSG00000229543.1
chr10	78352597	78352809	+	ENSG00000230229.1
chr10	78355933	78356100	+	ENSG00000230229.1
chr10	78367507	78367623	+	ENSG00000201393.1
chr10	78551615	78551719	-	ENSG00000282952.1
chr10	78549700	78549783	-	ENSG00000282952.1
chr10	78538391	78538773	-	ENSG00000282952.1
chr10	78696732	78697022	-	ENSG00000228683.1
chr10	78696062	78696349	-	ENSG00000228683.1
chr10	78961254	78962394	-	ENSG00000224596.9
chr10	78960505	78960716	-	ENSG00000224596.9
chr10	78945912	78945989	-	ENSG00000224596.9
chr10	78943328	78944747	-	ENSG00000224596.9
chr10	79067388	79067895	-	ENSG00000224596.9
chr10	79066448	79066586	-	ENSG00000224596.9
chr10	79065747	79065819	-	ENSG00000224596.9
chr10	79054596	79054728	-	ENSG00000224596.9
chr10	79048774	79048932	-	ENSG00000224596.9
chr10	78962824	78962886	-	ENSG00000224596.9
chr10	78961899	78962049	-	ENSG00000224596.9
chr10	78961254	78961407	-	ENSG00000224596.9
chr10	79067388	79067485	-	ENSG00000224596.9
chr10	79050282	79050417	-	ENSG00000224596.9
chr10	79043438	79044512	-	ENSG00000224596.9
chr10	79067388	79067420	-	ENSG00000224596.9
chr10	79043463	79044512	-	ENSG00000224596.9
chr10	79003539	79003803	-	ENSG00000229569.1
chr10	79000484	79002236	-	ENSG00000229569.1
chr10	79068966	79069270	+	ENSG00000108175.19
chr10	79118915	79119024	+	ENSG00000108175.19
chr10	79139682	79139777	+	ENSG00000108175.19
chr10	79162053	79162133	+	ENSG00000108175.19
chr10	79201584	79201692	+	ENSG00000108175.19
chr10	79208336	79208449	+	ENSG00000108175.19
chr10	79216169	79216274	+	ENSG00000108175.19
chr10	79277181	79277325	+	ENSG00000108175.19
chr10	79289775	79289889	+	ENSG00000108175.19
chr10	79290959	79291176	+	ENSG00000108175.19
chr10	79292158	79292356	+	ENSG00000108175.19
chr10	79293381	79293653	+	ENSG00000108175.19
chr10	79296471	79296653	+	ENSG00000108175.19
chr10	79297613	79297690	+	ENSG00000108175.19
chr10	79298406	79298580	+	ENSG00000108175.19
chr10	79299050	79299191	+	ENSG00000108175.19
chr10	79300732	79300942	+	ENSG00000108175.19
chr10	79302107	79302212	+	ENSG00000108175.19
chr10	79304015	79304175	+	ENSG00000108175.19
chr10	79305164	79305231	+	ENSG00000108175.19
chr10	79305533	79305601	+	ENSG00000108175.19
chr10	79306100	79306344	+	ENSG00000108175.19
chr10	79307405	79307571	+	ENSG00000108175.19
chr10	79310924	79311184	+	ENSG00000108175.19
chr10	79312642	79316519	+	ENSG00000108175.19
chr10	79243669	79243738	+	ENSG00000108175.19
chr10	79290959	79291085	+	ENSG00000108175.19
chr10	79277179	79277325	+	ENSG00000108175.19
chr10	79293363	79296935	+	ENSG00000108175.19
chr10	79347469	79347743	+	ENSG00000108179.14
chr10	79349076	79349106	+	ENSG00000108179.14
chr10	79349665	79349753	+	ENSG00000108179.14
chr10	79351487	79351609	+	ENSG00000108179.14
chr10	79351487	79351714	+	ENSG00000108179.14
chr10	79352317	79352392	+	ENSG00000108179.14
chr10	79353645	79353706	+	ENSG00000108179.14
chr10	79351487	79351583	+	ENSG00000108179.14
chr10	79353707	79355334	+	ENSG00000108179.14
chr10	79347500	79347743	+	ENSG00000108179.14
chr10	79349665	79350035	+	ENSG00000108179.14
chr10	79347658	79347743	+	ENSG00000108179.14
chr10	79353645	79354086	+	ENSG00000108179.14
chr10	79445195	79445624	-	ENSG00000165424.7
chr10	79432558	79432758	-	ENSG00000165424.7
chr10	79394276	79394440	-	ENSG00000165424.7
